date,location,description,LST_diff_1km,NDVI,NDWI,VH_gamma0,VV_gamma0
2019-11-13,Willows,fallow,23.93,0.039,-0.192,-18.224,-10.165
2019-11-14,Willows,fallow,23.93,0.039,-0.192,-18.224,-10.165
2019-11-15,Willows,fallow,15.191,0.039,-0.192,-18.224,-10.165
2019-11-16,Willows,fallow,11.7,0.039,-0.192,-18.499,-10.295
2019-11-17,Willows,fallow,18.873,0.039,-0.192,-18.617,-10.529
2019-11-18,Willows,fallow,17.633,0.039,-0.192,-18.617,-10.529
2019-11-19,Willows,fallow,17.633,0.034,-0.187,-18.617,-10.529
2019-11-20,Willows,fallow,17.633,0.034,-0.187,-18.617,-10.529
2019-11-21,Willows,fallow,12.001,0.026,-0.187,-18.617,-10.529
2019-11-22,Willows,fallow,17.418,0.026,-0.187,-18.617,-10.529
2019-11-23,Willows,fallow,17.101,0.026,-0.187,-18.626,-10.268
2019-11-24,Willows,fallow,18.85,0.026,-0.187,-18.626,-10.268
2019-11-25,Willows,fallow,18.85,0.026,-0.187,-18.626,-10.268
2019-11-26,Willows,fallow,18.85,0.026,-0.187,-18.626,-10.268
2019-11-27,Willows,fallow,18.85,0.026,-0.187,-18.626,-10.268
2019-11-28,Willows,fallow,18.85,0.026,-0.187,-17.482,-8.805
2019-11-29,Willows,fallow,13.173,0.039,-0.182,-20.454,-10.264
2019-11-30,Willows,fallow,13.173,0.039,-0.182,-20.454,-10.264
2019-12-01,Willows,fallow,13.173,0.039,-0.182,-20.454,-10.264
2019-12-02,Willows,fallow,13.173,0.039,-0.182,-20.454,-10.264
2019-12-03,Willows,fallow,13.173,0.039,-0.182,-20.454,-10.264
2019-12-04,Willows,fallow,13.173,0.039,-0.182,-20.454,-10.264
2019-12-05,Willows,fallow,13.173,0.039,-0.182,-14.589,-7.623
2019-12-06,Willows,fallow,13.173,0.039,-0.182,-14.589,-7.623
2019-12-07,Willows,fallow,13.173,0.039,-0.182,-14.589,-7.623
2019-12-08,Willows,fallow,13.173,0.039,-0.182,-14.589,-7.623
2019-12-09,Willows,fallow,6.405,0.027,-0.109,-14.589,-7.623
2019-12-10,Willows,fallow,6.405,0.027,-0.109,-15.452,-7.346
2019-12-11,Willows,fallow,6.405,0.027,-0.109,-14.692,-7.252
2019-12-12,Willows,fallow,6.405,0.027,-0.109,-14.692,-7.252
2019-12-13,Willows,fallow,6.405,0.027,-0.109,-14.692,-7.252
2019-12-14,Willows,fallow,6.405,-0.013,0.109,-14.692,-7.252
2019-12-15,Willows,fallow,8.703,-0.013,0.109,-14.692,-7.252
2019-12-16,Willows,fallow,8.703,0.035,-0.105,-14.692,-7.252
2019-12-17,Willows,fallow,8.703,0.035,-0.105,-17.814,-9.486
2019-12-18,Willows,fallow,8.703,0.035,-0.105,-17.814,-9.486
2019-12-19,Willows,fallow,8.703,0.035,-0.105,-17.814,-9.486
2019-12-20,Willows,fallow,8.703,0.035,-0.105,-17.814,-9.486
2019-12-21,Willows,fallow,8.703,0.035,-0.105,-17.814,-9.486
2019-12-22,Willows,fallow,8.703,0.035,-0.105,-14.212,-6.607
2019-12-23,Willows,fallow,8.703,0.035,-0.105,-15.108,-7.395
2019-12-24,Willows,fallow,8.703,0.035,-0.105,-15.108,-7.395
2019-12-25,Willows,fallow,8.703,0.035,-0.105,-15.108,-7.395
2019-12-26,Willows,fallow,6.564,0.043,-0.104,-15.108,-7.395
2019-12-27,Willows,fallow,6.564,0.043,-0.104,-15.108,-7.395
2019-12-28,Willows,fallow,13.405,0.043,-0.104,-15.108,-7.395
2019-12-29,Willows,fallow,13.405,0.043,-0.104,-19.337,-9.947
2019-12-30,Willows,fallow,13.405,0.043,-0.104,-19.337,-9.947
2019-12-31,Willows,fallow,13.405,0.043,-0.104,-19.337,-9.947
2020-01-01,Willows,fallow,13.405,0.043,-0.104,-19.337,-9.947
2020-01-02,Willows,fallow,7.352,0.043,-0.104,-19.337,-9.947
2020-01-03,Willows,fallow,7.352,0.043,-0.104,-18.738,-8.87
2020-01-04,Willows,fallow,7.352,0.043,-0.104,-19.213,-9.594
2020-01-05,Willows,fallow,7.352,0.043,-0.104,-19.213,-9.594
2020-01-06,Willows,fallow,12.301,0.043,-0.104,-19.213,-9.594
2020-01-07,Willows,fallow,12.301,0.043,-0.104,-19.213,-9.594
2020-01-08,Willows,fallow,12.301,0.043,-0.104,-19.213,-9.594
2020-01-09,Willows,fallow,12.301,0.043,-0.104,-19.213,-9.594
2020-01-10,Willows,fallow,12.301,0.043,-0.104,-18.36,-9.434
2020-01-11,Willows,fallow,12.301,0.043,-0.104,-18.36,-9.434
2020-01-12,Willows,fallow,12.301,0.043,-0.104,-18.36,-9.434
2020-01-13,Willows,fallow,10.88,0.043,-0.104,-18.36,-9.434
2020-01-14,Willows,fallow,10.88,0.043,-0.104,-18.36,-9.434
2020-01-15,Willows,fallow,10.88,0.043,-0.104,-19.759,-9.393
2020-01-16,Willows,fallow,10.88,0.043,-0.104,-19.759,-9.393
2020-01-17,Willows,fallow,10.88,0.043,-0.104,-19.759,-9.393
2020-01-18,Willows,fallow,10.88,0.043,-0.104,-19.759,-9.393
2020-01-19,Willows,fallow,10.88,0.043,-0.104,-19.759,-9.393
2020-01-20,Willows,fallow,10.88,0.043,-0.104,-19.759,-9.393
2020-01-21,Willows,fallow,10.88,0.043,-0.104,-19.759,-9.393
2020-01-22,Willows,fallow,10.88,0.043,-0.104,-17.4,-8.724
2020-01-23,Willows,fallow,10.88,0.043,-0.104,-17.4,-8.724
2020-01-24,Willows,fallow,10.88,0.043,-0.104,-17.4,-8.724
2020-01-25,Willows,fallow,10.88,0.043,-0.104,-17.4,-8.724
2020-01-26,Willows,fallow,10.88,0.043,-0.104,-17.4,-8.724
2020-01-27,Willows,fallow,10.88,0.043,-0.104,-17.083,-7.709
2020-01-28,Willows,fallow,10.88,0.015,-0.036,-17.977,-9.186
2020-01-29,Willows,fallow,10.88,0.015,-0.036,-17.977,-9.186
2020-01-30,Willows,fallow,10.88,0.015,-0.036,-17.977,-9.186
2020-01-31,Willows,fallow,10.88,0.015,-0.036,-17.977,-9.186
2020-02-01,Willows,fallow,10.88,0.015,-0.036,-17.977,-9.186
2020-02-02,Willows,fallow,10.88,0.064,-0.191,-17.977,-9.186
2020-02-03,Willows,fallow,14.03,0.064,-0.191,-20.239,-11.179
2020-02-04,Willows,fallow,8.526,0.064,-0.191,-20.239,-11.179
2020-02-05,Willows,fallow,13.58,0.064,-0.191,-20.239,-11.179
2020-02-06,Willows,fallow,16.76,0.064,-0.191,-20.239,-11.179
2020-02-07,Willows,fallow,18.085,0.058,-0.164,-20.239,-11.179
2020-02-08,Willows,fallow,13.867,0.058,-0.164,-20.506,-10.424
2020-02-09,Willows,fallow,10.09,0.066,-0.199,-20.748,-11.136
2020-02-10,Willows,fallow,13.451,0.066,-0.199,-20.748,-11.136
2020-02-11,Willows,fallow,14.723,0.066,-0.199,-20.748,-11.136
2020-02-12,Willows,fallow,14.723,0.068,-0.209,-20.748,-11.136
2020-02-13,Willows,fallow,14.723,0.068,-0.209,-20.748,-11.136
2020-02-14,Willows,fallow,14.723,0.068,-0.209,-20.748,-11.136
2020-02-15,Willows,fallow,14.723,0.068,-0.209,-20.487,-11.601
2020-02-16,Willows,fallow,14.723,0.068,-0.209,-20.487,-11.601
2020-02-17,Willows,fallow,14.723,0.078,-0.231,-20.487,-11.601
2020-02-18,Willows,fallow,14.723,0.078,-0.231,-20.487,-11.601
2020-02-19,Willows,fallow,21.862,0.061,-0.205,-20.487,-11.601
2020-02-20,Willows,fallow,21.862,0.061,-0.205,-19.068,-10.219
2020-02-21,Willows,fallow,21.862,0.061,-0.205,-19.999,-10.926
2020-02-22,Willows,fallow,22.672,0.058,-0.211,-19.999,-10.926
2020-02-23,Willows,fallow,17.943,0.058,-0.211,-19.999,-10.926
2020-02-24,Willows,fallow,20.555,0.068,-0.224,-19.999,-10.926
2020-02-25,Willows,fallow,19.84,0.068,-0.224,-19.999,-10.926
2020-02-26,Willows,fallow,19.84,0.068,-0.224,-19.999,-10.926
2020-02-27,Willows,fallow,20.499,0.069,-0.217,-19.425,-11.187
2020-02-28,Willows,fallow,20.499,0.069,-0.217,-19.425,-11.187
2020-02-29,Willows,fallow,20.499,0.069,-0.217,-19.425,-11.187
2020-03-01,Willows,fallow,20.499,0.069,-0.217,-19.425,-11.187
2020-03-02,Willows,fallow,16.156,0.069,-0.217,-19.425,-11.187
2020-03-03,Willows,fallow,17.281,0.068,-0.23,-18.471,-10.066
2020-03-04,Willows,fallow,22.533,0.068,-0.23,-19.247,-10.955
2020-03-05,Willows,fallow,19.742,0.06,-0.206,-19.247,-10.955
2020-03-06,Willows,fallow,19.742,0.06,-0.206,-19.247,-10.955
2020-03-07,Willows,fallow,19.742,0.06,-0.206,-19.247,-10.955
2020-03-08,Willows,fallow,19.742,0.06,-0.206,-19.247,-10.955
2020-03-09,Willows,fallow,19.742,0.06,-0.206,-19.247,-10.955
2020-03-10,Willows,fallow,21.481,0.065,-0.224,-19.161,-10.182
2020-03-11,Willows,fallow,24.461,0.065,-0.224,-19.161,-10.182
2020-03-12,Willows,fallow,22.538,0.065,-0.224,-19.161,-10.182
2020-03-13,Willows,fallow,20.659,0.063,-0.214,-19.161,-10.182
2020-03-14,Willows,fallow,20.659,0.063,-0.214,-19.161,-10.182
2020-03-15,Willows,fallow,20.659,0.063,-0.214,-17.22,-8.092
2020-03-16,Willows,fallow,20.659,0.063,-0.214,-19.919,-11.185
2020-03-17,Willows,fallow,20.659,0.063,-0.214,-19.919,-11.185
2020-03-18,Willows,fallow,20.659,0.063,-0.214,-19.919,-11.185
2020-03-19,Willows,fallow,24.512,0.063,-0.214,-19.919,-11.185
2020-03-20,Willows,fallow,23.305,0.047,-0.173,-19.919,-11.185
2020-03-21,Willows,fallow,28.527,0.047,-0.173,-19.919,-11.185
2020-03-22,Willows,fallow,25.084,0.047,-0.173,-20.257,-11.78
2020-03-23,Willows,fallow,18.536,0.047,-0.173,-20.257,-11.78
2020-03-24,Willows,fallow,18.536,0.047,-0.173,-20.257,-11.78
2020-03-25,Willows,fallow,23.469,0.047,-0.173,-20.257,-11.78
2020-03-26,Willows,fallow,23.469,0.047,-0.173,-20.257,-11.78
2020-03-27,Willows,fallow,22.8,0.047,-0.173,-19.936,-10.704
2020-03-28,Willows,fallow,22.8,0.047,-0.173,-19.617,-11.156
2020-03-29,Willows,fallow,22.8,0.047,-0.173,-19.617,-11.156
2020-03-30,Willows,fallow,22.8,0.047,-0.173,-19.617,-11.156
2020-03-31,Willows,fallow,22.27,0.047,-0.173,-19.617,-11.156
2020-04-01,Willows,fallow,15.619,0.047,-0.173,-19.617,-11.156
2020-04-02,Willows,fallow,20.851,0.053,-0.187,-19.617,-11.156
2020-04-03,Willows,fallow,25.689,0.053,-0.187,-19.605,-11.407
2020-04-04,Willows,fallow,25.689,0.053,-0.187,-19.605,-11.407
2020-04-05,Willows,fallow,25.689,0.053,-0.187,-19.605,-11.407
2020-04-06,Willows,fallow,25.689,0.053,-0.187,-19.605,-11.407
2020-04-07,Willows,fallow,25.689,0.044,-0.151,-19.605,-11.407
2020-04-08,Willows,fallow,24.725,0.044,-0.151,-20.117,-10.543
2020-04-09,Willows,fallow,24.725,0.044,-0.151,-20.598,-11.539
2020-04-10,Willows,fallow,24.725,0.044,-0.151,-20.598,-11.539
2020-04-11,Willows,fallow,27.816,0.044,-0.151,-20.598,-11.539
2020-04-12,Willows,fallow,27.816,0.035,-0.151,-20.598,-11.539
2020-04-13,Willows,fallow,25.188,0.035,-0.151,-20.598,-11.539
2020-04-14,Willows,fallow,27.417,0.035,-0.151,-20.598,-11.539
2020-04-15,Willows,fallow,27.832,0.035,-0.151,-20.438,-11.847
2020-04-16,Willows,fallow,24.694,0.035,-0.151,-20.438,-11.847
2020-04-17,Willows,fallow,24.694,0.035,-0.151,-20.438,-11.847
2020-04-18,Willows,fallow,24.694,0.035,-0.151,-20.438,-11.847
2020-04-19,Willows,fallow,21.952,-0.001,0.033,-20.438,-11.847
2020-04-20,Willows,fallow,21.952,-0.001,0.033,-20.614,-11.196
2020-04-21,Willows,fallow,26.911,-0.001,0.033,-20.999,-11.736
2020-04-22,Willows,fallow,24.04,-0.001,0.033,-20.999,-11.736
2020-04-23,Willows,fallow,24.04,-0.001,0.033,-20.999,-11.736
2020-04-24,Willows,fallow,24.608,0.029,-0.14,-20.999,-11.736
2020-04-25,Willows,fallow,24.608,0.029,-0.14,-20.999,-11.736
2020-04-26,Willows,fallow,24.399,0.029,-0.14,-20.999,-11.736
2020-04-27,Willows,fallow,24.399,0.029,-0.14,-20.624,-11.869
2020-04-28,Willows,fallow,22.211,0.029,-0.14,-20.624,-11.869
2020-04-29,Willows,fallow,22.211,0.029,-0.14,-20.624,-11.869
2020-04-30,Willows,fallow,19.06,0.029,-0.14,-20.624,-11.869
2020-05-01,Willows,fallow,22.328,0.029,-0.14,-20.624,-11.869
2020-05-02,Willows,fallow,22.328,0.029,-0.14,-20.741,-10.903
2020-05-03,Willows,fallow,22.328,0.029,-0.14,-21.951,-12.225
2020-05-04,Willows,fallow,23.015,0.034,-0.141,-21.951,-12.225
2020-05-05,Willows,fallow,23.015,0.034,-0.141,-21.951,-12.225
2020-05-15,Willows,growing season flooding,23.015,0.034,-0.132,-22.697,-13.245
2020-05-16,Willows,growing season flooding,23.015,0.034,-0.132,-22.697,-13.245
2020-05-17,Willows,growing season flooding,23.015,0.034,-0.132,-22.697,-13.245
2020-05-18,Willows,growing season flooding,23.015,0.034,-0.132,-22.697,-13.245
2020-05-19,Willows,growing season flooding,23.015,0.034,-0.132,-22.697,-13.245
2020-05-20,Willows,growing season flooding,23.015,0.034,-0.132,-22.697,-13.245
2020-05-21,Willows,growing season flooding,23.015,0.034,-0.132,-23.72,-18.478
2020-05-22,Willows,growing season flooding,23.015,0.028,-0.022,-23.72,-18.478
2020-05-23,Willows,growing season flooding,14.381,0.028,-0.022,-23.72,-18.478
2020-05-24,Willows,growing season flooding,14.381,0.028,-0.022,-23.72,-18.478
2020-05-25,Willows,growing season flooding,15.557,0.028,-0.022,-23.72,-18.478
2020-05-26,Willows,growing season flooding,2.527,0.028,-0.022,-23.344,-19.315
2020-05-27,Willows,growing season flooding,11.122,0.031,0.025,-24.969,-19.368
2020-05-28,Willows,growing season flooding,4.073,0.031,0.025,-24.969,-19.368
2020-05-29,Willows,growing season flooding,4.582,0.031,0.025,-24.969,-19.368
2020-05-30,Willows,growing season flooding,4.582,0.031,0.025,-24.969,-19.368
2020-05-31,Willows,growing season flooding,4.582,0.031,0.025,-24.969,-19.368
2020-06-01,Willows,growing season flooding,4.582,0.067,-0.121,-24.969,-19.368
2020-06-02,Willows,growing season flooding,4.582,0.067,-0.121,-23.294,-15.215
2020-06-03,Willows,growing season flooding,14.718,0.12,-0.122,-23.294,-15.215
2020-07-17,Willows,green,2.312,0.225,-0.637,-19.187,-13.06
2020-07-18,Willows,green,15.284,0.2,-0.612,-19.187,-13.06
2020-07-19,Willows,green,10.43,0.2,-0.612,-19.187,-13.06
2020-07-20,Willows,green,7.579,0.2,-0.612,-19.907,-15.277
2020-07-21,Willows,green,8.002,0.17,-0.615,-19.907,-15.277
2020-07-22,Willows,green,6.194,0.17,-0.615,-19.907,-15.277
2020-07-23,Willows,green,14.772,0.207,-0.616,-19.907,-15.277
2020-07-24,Willows,green,14.772,0.207,-0.616,-19.907,-15.277
2020-07-25,Willows,green,16.292,0.207,-0.616,-18.873,-14.567
2020-07-26,Willows,green,8.176,0.205,-0.641,-20.482,-15.428
2020-07-27,Willows,green,12.732,0.205,-0.641,-20.482,-15.428
2020-07-28,Willows,green,9.756,0.2,-0.619,-20.482,-15.428
2020-07-29,Willows,green,9.756,0.2,-0.619,-20.482,-15.428
2020-07-30,Willows,green,14.041,0.2,-0.619,-20.482,-15.428
2020-07-31,Willows,green,9.589,0.252,-0.684,-20.482,-15.428
2020-08-01,Willows,green,16.48,0.252,-0.684,-20.658,-15.078
2020-08-02,Willows,green,10.303,0.215,-0.61,-20.658,-15.078
2020-08-03,Willows,green,14.168,0.215,-0.61,-20.658,-15.078
2020-08-04,Willows,green,9.285,0.215,-0.61,-20.658,-15.078
2020-08-05,Willows,green,9.221,0.256,-0.648,-20.658,-15.078
2020-08-06,Willows,green,11.69,0.256,-0.648,-18.965,-13.687
2020-08-07,Willows,green,11.69,0.243,-0.604,-18.738,-12.982
2020-08-08,Willows,green,14.901,0.243,-0.604,-18.738,-12.982
2020-08-09,Willows,green,12.615,0.243,-0.604,-18.738,-12.982
2020-08-10,Willows,green,15.268,0.258,-0.599,-18.738,-12.982
2020-08-11,Willows,green,9.039,0.258,-0.599,-18.738,-12.982
2020-08-12,Willows,green,11.113,0.298,-0.578,-18.738,-12.982
2020-08-13,Willows,green,14.467,0.298,-0.578,-15.348,-9.953
2020-08-14,Willows,green,14.467,0.298,-0.578,-15.348,-9.953
2020-08-15,Willows,green,15.336,0.302,-0.58,-15.348,-9.953
2020-08-16,Willows,green,15.336,0.302,-0.58,-15.348,-9.953
2020-08-17,Willows,green,15.336,0.302,-0.58,-15.348,-9.953
2020-08-18,Willows,green,15.336,0.302,-0.58,-16.124,-10.856
2020-08-19,Willows,green,6.993,0.302,-0.58,-14.837,-9.905
2020-08-20,Willows,green,6.993,0.005,-0.104,-14.837,-9.905
2020-08-21,Willows,green,6.993,0.005,-0.104,-14.837,-9.905
2020-08-22,Willows,green,12.47,0.127,-0.357,-14.837,-9.905
2020-08-23,Willows,green,12.47,0.127,-0.357,-14.837,-9.905
2020-08-24,Willows,green,12.47,0.127,-0.357,-14.837,-9.905
2020-08-25,Willows,green,12.47,0.124,-0.348,-15.127,-9.739
2020-08-26,Willows,green,13.83,0.124,-0.348,-15.127,-9.739
2020-09-22,Willows,ripe/harvest (yellow),15.964,0.102,-0.25,-17.213,-11.515
2020-09-23,Willows,ripe/harvest (yellow),17.077,0.102,-0.25,-17.223,-11.416
2020-09-24,Willows,ripe/harvest (yellow),17.077,0.129,-0.349,-17.407,-11.697
2020-09-25,Willows,ripe/harvest (yellow),17.077,0.129,-0.349,-17.407,-11.697
2020-09-26,Willows,ripe/harvest (yellow),17.077,0.129,-0.349,-17.407,-11.697
2020-09-27,Willows,ripe/harvest (yellow),14.106,0.129,-0.349,-17.407,-11.697
2020-09-28,Willows,ripe/harvest (yellow),18.359,0.129,-0.349,-17.407,-11.697
2020-09-29,Willows,ripe/harvest (yellow),20.676,0.076,-0.267,-17.407,-11.697
2020-09-30,Willows,ripe/harvest (yellow),22.546,0.076,-0.267,-18.183,-13.854
2020-10-01,Willows,ripe/harvest (yellow),13.514,0.051,-0.177,-18.183,-13.854
2020-10-02,Willows,ripe/harvest (yellow),19.377,0.051,-0.177,-18.183,-13.854
2020-10-03,Willows,ripe/harvest (yellow),11.781,0.051,-0.177,-18.183,-13.854
2020-10-04,Willows,ripe/harvest (yellow),26.2,0.052,-0.204,-18.183,-13.854
2020-10-05,Willows,ripe/harvest (yellow),23.279,0.052,-0.204,-17.983,-12.915
2020-10-06,Willows,ripe/harvest (yellow),26.702,0.077,-0.326,-19.727,-13.844
2020-10-07,Willows,ripe/harvest (yellow),24.84,0.077,-0.326,-19.727,-13.844
2020-10-08,Willows,ripe/harvest (yellow),24.84,0.077,-0.326,-19.727,-13.844
2020-10-09,Willows,ripe/harvest (yellow),16.517,0.052,-0.307,-19.727,-13.844
2020-10-10,Willows,ripe/harvest (yellow),16.517,0.052,-0.307,-19.727,-13.844
2020-10-11,Willows,ripe/harvest (yellow),15.329,0.055,-0.318,-19.727,-13.844
2020-10-12,Willows,ripe/harvest (yellow),21.684,0.055,-0.318,-19.393,-14.172
2020-10-13,Willows,ripe/harvest (yellow),25.977,0.055,-0.318,-19.393,-14.172
2020-10-14,Willows,ripe/harvest (yellow),20.118,0.054,-0.326,-19.393,-14.172
2020-10-15,Willows,ripe/harvest (yellow),14.072,0.054,-0.326,-19.393,-14.172
2020-10-16,Willows,ripe/harvest (yellow),16.521,0.057,-0.317,-19.393,-14.172
2020-10-17,Willows,ripe/harvest (yellow),19.908,0.057,-0.317,-20.389,-12.431
2020-10-18,Willows,ripe/harvest (yellow),23.86,0.057,-0.317,-19.985,-14.438
2020-10-19,Willows,ripe/harvest (yellow),20.381,0.05,-0.32,-19.985,-14.438
2020-10-20,Willows,ripe/harvest (yellow),28.223,0.05,-0.32,-19.985,-14.438
2020-10-21,Willows,ripe/harvest (yellow),28.223,0.053,-0.318,-19.985,-14.438
2020-10-22,Willows,ripe/harvest (yellow),28.223,0.053,-0.318,-19.985,-14.438
2020-10-23,Willows,ripe/harvest (yellow),15.477,0.053,-0.318,-19.985,-14.438
2020-10-24,Willows,ripe/harvest (yellow),21.753,0.051,-0.315,-20.535,-13.734
2020-10-25,Willows,ripe/harvest (yellow),21.753,0.051,-0.315,-20.535,-13.734
2020-10-26,Willows,ripe/harvest (yellow),21.753,0.061,-0.326,-20.535,-13.734
2020-10-27,Willows,ripe/harvest (yellow),21.753,0.061,-0.326,-20.535,-13.734
2020-10-28,Willows,ripe/harvest (yellow),24.273,0.061,-0.326,-20.535,-13.734
2020-10-29,Willows,ripe/harvest (yellow),25.28,0.061,-0.329,-21.647,-13.629
2020-10-30,Willows,ripe/harvest (yellow),26.475,0.061,-0.329,-22.647,-15.047
2020-10-31,Willows,ripe/harvest (yellow),23.852,0.058,-0.309,-22.647,-15.047
2020-11-01,Willows,ripe/harvest (yellow),25.705,0.058,-0.309,-22.647,-15.047
2020-11-02,Willows,ripe/harvest (yellow),21.225,0.058,-0.309,-22.647,-15.047
2020-11-03,Willows,ripe/harvest (yellow),23.136,0.054,-0.309,-22.647,-15.047
2020-11-04,Willows,ripe/harvest (yellow),14.38,0.054,-0.309,-22.647,-15.047
2020-11-05,Willows,ripe/harvest (yellow),21.426,0.027,-0.184,-21.178,-13.192
2020-11-06,Willows,ripe/harvest (yellow),21.426,0.027,-0.184,-21.178,-13.192
2021-01-05,Willows,fallow,6.422,0.033,-0.144,-15.081,-7.173
2021-01-06,Willows,fallow,6.422,0.033,-0.144,-15.081,-7.173
2021-01-07,Willows,fallow,6.422,0.033,-0.144,-15.081,-7.173
2021-01-08,Willows,fallow,6.422,0.033,-0.144,-15.081,-7.173
2021-01-09,Willows,fallow,8.643,0.026,-0.098,-17.054,-8.046
2021-01-10,Willows,fallow,8.643,0.026,-0.098,-19.509,-9.515
2021-01-11,Willows,fallow,8.643,0.026,-0.098,-19.509,-9.515
2021-01-12,Willows,fallow,8.643,0.026,-0.098,-19.509,-9.515
2021-01-13,Willows,fallow,8.643,0.026,-0.098,-19.509,-9.515
2021-01-14,Willows,fallow,8.643,0.026,-0.098,-19.509,-9.515
2021-01-15,Willows,fallow,9.501,0.026,-0.098,-19.509,-9.515
2021-01-16,Willows,fallow,8.855,0.026,-0.098,-20.694,-11.201
2021-01-17,Willows,fallow,12.24,0.026,-0.121,-20.694,-11.201
2021-01-18,Willows,fallow,12.24,0.026,-0.121,-20.694,-11.201
2021-01-19,Willows,fallow,9.422,0.039,-0.134,-20.694,-11.201
2021-01-20,Willows,fallow,17.062,0.039,-0.134,-20.694,-11.201
2021-01-21,Willows,fallow,17.062,0.039,-0.134,-21.028,-11.458
2021-01-22,Willows,fallow,17.062,0.039,-0.134,-21.195,-11.597
2021-01-23,Willows,fallow,17.062,0.039,-0.134,-21.195,-11.597
2021-01-24,Willows,fallow,17.062,0.039,-0.134,-21.195,-11.597
2021-01-25,Willows,fallow,17.062,0.039,-0.134,-21.195,-11.597
2021-01-26,Willows,fallow,17.062,0.039,-0.134,-21.195,-11.597
2021-01-27,Willows,fallow,17.062,0.039,-0.134,-21.195,-11.597
2021-01-28,Willows,fallow,17.062,0.039,-0.134,-14.898,-7.096
2021-01-29,Willows,fallow,17.062,0.039,-0.134,-14.898,-7.096
2021-01-30,Willows,fallow,17.062,0.039,-0.134,-14.898,-7.096
2021-01-31,Willows,fallow,17.062,0.039,-0.134,-14.898,-7.096
2021-02-01,Willows,fallow,17.062,0.039,-0.134,-14.898,-7.096
2021-02-02,Willows,fallow,17.062,0.039,-0.134,-14.921,-7.155
2021-02-03,Willows,fallow,17.062,0.039,-0.134,-17.723,-8.395
2021-02-04,Willows,fallow,9.125,0.039,-0.134,-17.723,-8.395
2021-02-05,Willows,fallow,16.099,0.039,-0.134,-17.723,-8.395
2021-02-06,Willows,fallow,12.804,0.046,-0.156,-17.723,-8.395
2021-02-07,Willows,fallow,17.705,0.046,-0.156,-17.723,-8.395
2021-02-08,Willows,fallow,17.705,0.046,-0.156,-17.723,-8.395
2021-02-09,Willows,fallow,17.705,0.046,-0.156,-19.799,-10.663
2021-02-10,Willows,fallow,17.705,0.046,-0.156,-19.799,-10.663
2021-02-11,Willows,fallow,17.705,0.046,-0.156,-19.799,-10.663
2021-02-12,Willows,fallow,17.705,0.046,-0.156,-19.799,-10.663
2021-02-13,Willows,fallow,17.705,0.044,-0.153,-19.799,-10.663
2021-02-14,Willows,fallow,17.705,0.044,-0.153,-19.937,-9.828
2021-02-15,Willows,fallow,17.705,0.044,-0.153,-17.44,-8.391
2021-02-16,Willows,fallow,17.705,0.044,-0.158,-17.44,-8.391
2021-02-17,Willows,fallow,12.584,0.044,-0.158,-17.44,-8.391
2021-02-18,Willows,fallow,12.584,0.044,-0.158,-17.44,-8.391
2021-02-19,Willows,fallow,12.584,0.044,-0.158,-17.44,-8.391
2021-02-20,Willows,fallow,18.74,0.044,-0.158,-17.44,-8.391
2021-02-21,Willows,fallow,16.049,0.05,-0.178,-20.666,-11.575
2021-02-22,Willows,fallow,16.049,0.05,-0.178,-20.666,-11.575
2021-02-23,Willows,fallow,16.049,0.056,-0.198,-20.666,-11.575
2021-02-24,Willows,fallow,7.836,0.056,-0.198,-20.666,-11.575
2021-02-25,Willows,fallow,7.836,0.056,-0.198,-20.666,-11.575
2021-02-26,Willows,fallow,22.425,0.052,-0.199,-21.18,-10.737
2018-11-20,Willows,fallow,13.86,0.017,-0.09,-19.074,-10.519
2018-11-21,Willows,fallow,13.86,0.017,-0.09,-15.052,-8.143
2018-11-22,Willows,fallow,13.86,0.017,-0.09,-15.052,-8.143
2018-11-23,Willows,fallow,13.86,0.017,-0.09,-15.052,-8.143
2018-11-24,Willows,fallow,13.86,0.017,-0.09,-15.052,-8.143
2018-11-25,Willows,fallow,13.86,0.017,-0.09,-15.052,-8.143
2018-11-26,Willows,fallow,13.86,0.017,-0.09,-15.052,-8.143
2018-11-27,Willows,fallow,13.86,0.017,-0.09,-15.052,-8.143
2018-11-28,Willows,fallow,13.86,0.017,-0.09,-14.797,-7.928
2018-11-29,Willows,fallow,13.86,0.017,-0.09,-14.797,-7.928
2018-11-30,Willows,fallow,13.86,0.017,-0.09,-14.797,-7.928
2018-12-01,Willows,fallow,13.86,0.037,-0.128,-14.797,-7.928
2018-12-02,Willows,fallow,10.989,0.037,-0.128,-14.797,-7.928
2018-12-03,Willows,fallow,10.989,0.037,-0.128,-16.201,-7.933
2018-12-04,Willows,fallow,10.989,0.037,-0.128,-16.201,-7.933
2018-12-05,Willows,fallow,10.989,0.037,-0.128,-16.201,-7.933
2018-12-06,Willows,fallow,7.077,0.028,-0.119,-16.201,-7.933
2018-12-07,Willows,fallow,7.077,0.028,-0.119,-16.201,-7.933
2018-12-08,Willows,fallow,7.077,0.028,-0.119,-16.201,-7.933
2018-12-09,Willows,fallow,7.077,0.028,-0.119,-16.201,-7.933
2018-12-10,Willows,fallow,7.077,0.028,-0.119,-16.95,-9.006
2018-12-11,Willows,fallow,9.288,0.033,-0.133,-16.95,-9.006
2018-12-12,Willows,fallow,9.288,0.033,-0.133,-16.95,-9.006
